" quarter@br","min@br","sec@br"," team@br"," eventtype@br","assist_0@br","assist_1@br","awayjumpball_0@br","awayjumpball_1@br","block_0@br","block_1@br","entered_0@br","entered_1@br","homejumpball_0@br","homejumpball_1@br","left_0@br","left_1@br"," numfreeshot@br","opponent_0@br","opponent_1@br"," outof@br","player_0@br","player_1@br"," points@br"," reason@br"," result@br"," type@br"," score@br"," shotdistance@br"," x@br"," y@br","split_0@br","split_1@br"," quarter@NBA","min@NBA","sec@NBA"," team@NBA"," eventtype@NBA"," assist@NBA"," awayjumpball@NBA"," block@NBA"," entered@NBA"," homejumpball@NBA"," left@NBA"," numfreeshot@NBA"," opponent@NBA"," outof@NBA"," player@NBA"," points@NBA"," possession@NBA"," reason@NBA"," result@NBA"," steal@NBA"," type@NBA"," score@NBA"," shotdistance@NBA"," url @NBA","Confidence"
"1","1","08.0","Los Angeles Lakers","shot","Antawn","Jamison","","","","","","","","","","","","","","","Jordan","Hill","2","","made","shot","23-29","2","259","72","","","1","1","08","Los Angeles Lakers","shot","Jamison","","","","","","","","","Hill","2","","","made","","Slam Dunk","23-29","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=99","84"
"1","1","07.0","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","","","","","","short","23-29","","","","","","1","1","07","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","23-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=100","78"
"1","1","07.0","Dallas Mavericks","substitute","","","","","","","Rodrigue","Beaubois","","","O.J.","Mayo","","","","","","","","","","","23-29","","","","","","1","1","07","Dallas Mavericks","substitute","","","","Beaubois","","Mayo","","","","","","","","","","","23-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=102","82"
"1","1","07.0","Dallas Mavericks","substitute","","","","","","","Dahntay","Jones","","","Darren","Collison","","","","","","","","","","","23-29","","","","","","1","1","07","Dallas Mavericks","substitute","","","","Jones","","Collison","","","","","","","","","","","23-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=103","82"
"1","0","51.8","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Shawn","Marion","2","","missed","hook shot","23-29","7","201","102","","","1","0","51","Dallas Mavericks","shot","","","","","","","","","","Marion","","","","missed","","Hook Shot","23-29","7","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=104","76"
"1","0","49.4","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Eddy","Curry","","","","Offensive","23-29","","","","","","1","0","49","Dallas Mavericks","rebound","","","","","","","","","","Curry","","","","","","","23-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=106","78"
"1","0","49.4","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Eddy","Curry","2","","missed","tip shot","23-29","2","247","74","","","1","0","49","Dallas Mavericks","shot","","","","","","","","","","Curry","","","","missed","","Layup","23-29","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=105","78"
"1","0","45.9","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Shawn","Marion","","","","Offensive","23-29","","","","","","1","0","45","Dallas Mavericks","rebound","","","","","","","","","","Marion","","","","","","","23-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=108","76"
"1","0","45.9","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Shawn","Marion","2","","missed","tip shot","23-29","2","247","69","","","1","0","45","Dallas Mavericks","shot","","","","","","","","","","Marion","","","","missed","","Tip Shot","23-29","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=107","76"
"1","0","43.9","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Defensive","23-29","","","","","","1","0","43","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","23-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=109","76"
"1","0","31.9","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Antawn","Jamison","2","","missed","jumper","23-29","3","263","78","","","1","0","31","Los Angeles Lakers","shot","","","","","","","","","","Jamison","","","","missed","","Jump Shot","23-29","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=110","76"
"1","0","28.9","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Eddy","Curry","","","","Defensive","23-29","","","","","","1","0","28","Dallas Mavericks","rebound","","","","","","","","","","Curry","","","","","","","23-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=111","76"
"1","0","20.7","Dallas Mavericks","shot","Rodrigue","Beaubois","","","","","","","","","","","","","","","Shawn","Marion","2","","made","shot","25-29","5","256","97","","","1","0","20","Dallas Mavericks","shot","Beaubois","","","","","","","","","Marion","2","","","made","","Floating Jump Shot","25-29","5","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=112","81"
"1","0","02.9","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Jordan","Hill","2","","missed","jumper","25-29","15","243","203","","","1","0","02","Los Angeles Lakers","shot","","","","","","","","","","Hill","","","","missed","","Jump Shot","25-29","15","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=113","76"
"1","0","01.2","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Eddy","Curry","","","","Defensive","25-29","","","","","","1","0","01","Dallas Mavericks","rebound","","","","","","","","","","Curry","","","","","","","25-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=114","79"
"1","0","00.4","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Jae","Crowder","3","","missed","jumper","25-29","50","","","","","1","0","00","Dallas Mavericks","shot","","","","","","","","","","Crowder","","","","missed","","3PT Jump Shot","25-29","50","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=115","78"
"1","0","00.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","25-29","","","","","","1","0","00","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","25-29","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=116","78"
"2","11","43.0","Los Angeles Lakers","shot","Dwight","Howard","","","","","","","","","","","","","","","Jordan","Hill","2","","made","shot","25-31","3","250","76","","","2","11","43","Los Angeles Lakers","shot","Howard","","","","","","","","","Hill","2","","","made","","Slam Dunk","25-31","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=120","84"
"2","11","28.0","Dallas Mavericks","shot","","","","","Dwight","Howard","","","","","","","","","","","Eddy","Curry","2","","missed","jumper","25-31","4","232","81","","","2","11","28","Dallas Mavericks","shot","","","Howard","","","","","","","Curry","","","","missed","","Jump Shot","25-31","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=121","82"
"2","11","25.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Antawn","Jamison","","","","Defensive","25-31","","","","","","2","11","25","Los Angeles Lakers","rebound","","","","","","","","","","Jamison","","","","","","","25-31","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=122","80"
"2","11","05.0","Los Angeles Lakers","shot","Steve","Blake","","","","","","","","","","","","","","","Antawn","Jamison","2","","made","layup","25-33","3","273","61","","","2","11","05","Los Angeles Lakers","shot","Blake","","","","","","","","","Jamison","2","","","made","","Layup","25-33","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=123","86"
"2","10","52.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Rodrigue","Beaubois","2","","missed","jumper","25-33","9","339","47","","","2","10","52","Dallas Mavericks","shot","","","","","","","","","","Beaubois","","","","missed","","Jump Shot","25-33","9","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=124","80"
"2","10","51.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Jodie","Meeks","","","","Defensive","25-33","","","","","","2","10","51","Los Angeles Lakers","rebound","","","","","","","","","","Meeks","","","","","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=125","80"
"2","10","43.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Shawn","Marion","","","","Shooting","25-33","","","","","","2","10","43","Dallas Mavericks","foul","","","","","","","","","","Marion","","","","","","Shooting","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=126","73"
"2","10","43.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Dwight","Howard","","foul","missed","","25-33","","","","","","2","10","43","Los Angeles Lakers","free throw","","","","","","","1","","2","Howard","","","foul","missed","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=127","82"
"2","10","43.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","25-33","","","","","","2","10","43","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=128","78"
"2","10","43.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","2","","","2","Dwight","Howard","","foul","missed","","25-33","","","","","","2","10","43","Los Angeles Lakers","free throw","","","","","","","2","","2","Howard","","","foul","missed","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=129","82"
"2","10","41.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Antawn","Jamison","","","","Offensive","25-33","","","","","","2","10","41","Los Angeles Lakers","rebound","","","","","","","","","","Jamison","","","","","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=131","80"
"2","10","35.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Jordan","Hill","2","","missed","jumper","25-33","20","445","48","","","2","10","35","Los Angeles Lakers","shot","","","","","","","","","","Hill","","","","missed","","Jump Shot","25-33","20","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=132","80"
"2","10","33.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Shawn","Marion","","","","Defensive","25-33","","","","","","2","10","33","Dallas Mavericks","rebound","","","","","","","","","","Marion","","","","","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=133","80"
"2","10","25.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Eddy","Curry","2","","missed","hook shot","25-33","10","221","146","","","2","10","25","Dallas Mavericks","shot","","","","","","","","","","Curry","","","","missed","","Hook Shot","25-33","10","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=134","80"
"2","10","23.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Antawn","Jamison","","","","Defensive","25-33","","","","","","2","10","23","Los Angeles Lakers","rebound","","","","","","","","","","Jamison","","","","","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=135","80"
"2","10","08.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Dahntay","Jones","","","","Personal","25-33","","","","","","2","10","08","Dallas Mavericks","foul","","","","","","","","","","Jones","","","","","","Personal","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=136","73"
"2","10","01.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Rodrigue","Beaubois","","Jordan","Hill","","","","Offensive","25-33","","","","","","2","10","01","Los Angeles Lakers","foul","","","","","","","","","","","","","","","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=137","78"
"2","10","01.0","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Jordan","Hill","","offensive foul","","","25-33","","","","","","2","10","01","Los Angeles Lakers","turnover","","","","","","","","","","Hill","","","Foul","","","","25-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=138","80"
"2","9","48.0","Dallas Mavericks","shot","Rodrigue","Beaubois","","","","","","","","","","","","","","","Shawn","Marion","2","","made","shot","27-33","6","273","106","","","2","9","48","Dallas Mavericks","shot","Beaubois","","","","","","","","","Marion","2","","","made","","Floating Jump Shot","27-33","6","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=139","84"
"2","9","44.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Steve","Blake","","Rodrigue","Beaubois","","","","Personal","27-33","","","","","","2","9","44","Dallas Mavericks","foul","","","","","","","","","","Beaubois","","","","","","Personal","27-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=140","73"
"2","9","37.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Steve","Blake","2","","missed","jumper","27-33","11","361","48","","","2","9","37","Los Angeles Lakers","shot","","","","","","","","","","Blake","","","","missed","","Jump Shot","27-33","11","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=141","80"
"2","9","36.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Shawn","Marion","","","","Defensive","27-33","","","","","","2","9","36","Dallas Mavericks","rebound","","","","","","","","","","Marion","","","","","","","27-33","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=142","80"
"2","9","30.0","Dallas Mavericks","shot","Shawn","Marion","","","","","","","","","","","","","","","Jae","Crowder","3","","made","jumper","30-33","25","350","281","","","2","9","30","Dallas Mavericks","shot","Marion","","","","","","","","","Crowder","3","","","made","","3PT Jump Shot","30-33","25","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=143","84"
"2","9","16.0","Los Angeles Lakers","shot","Steve","Blake","","","","","","","","","","","","","","","Dwight","Howard","2","","made","layup","30-35","3","223","70","","","2","9","16","Los Angeles Lakers","shot","Blake","","","","","","","","","Howard","2","","","made","","Layup","30-35","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=144","86"
"2","9","04.0","Dallas Mavericks","shot","Shawn","Marion","","","","","","","","","","","","","","","Jae","Crowder","2","","made","jumper","32-35","16","286","210","","","2","9","04","Dallas Mavericks","shot","Marion","","","","","","","","","Crowder","2","","","made","","Jump Shot","32-35","16","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=145","84"
"2","8","46.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Eddy","Curry","","","","Shooting","32-35","","","","","","2","8","46","Dallas Mavericks","foul","","","","","","","","","","Curry","","","","","","Shooting","32-35","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=146","73"
"2","8","46.0","Dallas Mavericks","substitute","","","","","","","Elton","Brand","","","Eddy","Curry","","","","","","","","","","","32-35","","","","","","2","8","46","Dallas Mavericks","substitute","","","","Brand","","Curry","","","","","","","","","","","32-35","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=149","82"
"2","8","46.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Dwight","Howard","","foul","missed","","32-35","","","","","","2","8","46","Los Angeles Lakers","free throw","","","","","","","1","","2","Howard","","","foul","missed","","","32-35","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=151","82"
